ID,Üniversite,Yerleşke Adı,İl,Lat,Lng
1067-saglik-hi-zmetleri-meslek-yuksekokulu,"KIRKLARELİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1067-sosyal-bi-li-mler-meslek-yuksekokulu,"KIRKLARELİ ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1067-tekni-k-bi-li-mler-meslek-yuksekokulu,"KIRKLARELİ ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1067-vi-ze-meslek-yuksekokulu,"KIRKLARELİ ÜNİVERSİTESİ","VİZE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1068-merkez-kampus,"KİLİS 7 ARALIK ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1068-saglik-hi-zmetleri-meslek-yuksekokulu,"KİLİS 7 ARALIK ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1068-sosyal-bi-li-mler-meslek-yuksekokulu,"KİLİS 7 ARALIK ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1068-tekni-k-bi-li-mler-meslek-yuksekokulu,"KİLİS 7 ARALIK ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1068-turi-zm-ve-otelci-li-k-meslek-yuksekokulu,"KİLİS 7 ARALIK ÜNİVERSİTESİ","TURİZM VE OTELCİLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-merkez-kampus,"KOCAELİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1069-ali-riza-vezi-roglu-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","ALİ RIZA VEZİROĞLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-degi-rmendere-ali-ozbay-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","DEĞİRMENDERE ALİ ÖZBAY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-ford-otosan-i-hsani-ye-otomoti-v-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","FORD OTOSAN İHSANİYE OTOMOTİV MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-gazanfer-bi-lge-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","GAZANFER BİLGE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-golcuk-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","GÖLCÜK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-hereke-omer-i-smet-uzunyol-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","HEREKE ÖMER İSMET UZUNYOL MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-i-zmi-t-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","İZMİT MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-kandira-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","KANDIRA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-karamursel-deni-zci-li-k-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","KARAMÜRSEL DENİZCİLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-kartepe-atcilik-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","KARTEPE ATÇILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-kartepe-turi-zm-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","KARTEPE TURİZM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-kocaeli-saglik-hi-zmetleri-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","KOCAELİ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1069-uzunci-ftli-k-nuh-ci-mento-meslek-yuksekokulu,"KOCAELİ ÜNİVERSİTESİ","UZUNÇİFTLİK NUH ÇİMENTO MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1070-eregli-saglik-hi-zmetleri-meslek-yuksekokulu,"NECMETTİN ERBAKAN ÜNİVERSİTESİ","EREĞLİ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","KONYA",,
1070-konya-eregli-kemal-akman-meslek-yuksekokulu,"NECMETTİN ERBAKAN ÜNİVERSİTESİ","KONYA EREĞLİ KEMAL AKMAN MESLEK YÜKSEKOKULU","KONYA",,
1070-konya-organi-ze-sanayi-bolgesi-meslek-yuksekokulu,"NECMETTİN ERBAKAN ÜNİVERSİTESİ","KONYA ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU","KONYA",,
1070-meram-meslek-yuksekokulu,"NECMETTİN ERBAKAN ÜNİVERSİTESİ","MERAM MESLEK YÜKSEKOKULU","KONYA",,
1071-merkez-kampus,"MARDİN ARTUKLU ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1071-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1071-mi-dyat-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","MİDYAT MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1071-nusaybi-n-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","NUSAYBİN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1071-organi-ze-sanayi-bolgesi-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1071-omerli-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","ÖMERLİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1071-saglik-hi-zmetleri-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1071-savur-meslek-yuksekokulu,"MARDİN ARTUKLU ÜNİVERSİTESİ","SAVUR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-merkez-kampus,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1073-bucak-saglik-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","BUCAK SAĞLIK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-bucak-zeli-ha-tolunay-uygulamali-teknoloji-ve-i-sletmeci-li-k-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","BUCAK ZELİHA TOLUNAY UYGULAMALI TEKNOLOJİ VE İŞLETMECİLİK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-golhi-sar-uygulamali-bi-li-mler-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖLHİSAR UYGULAMALI BİLİMLER YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-aglasun-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","AĞLASUN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-altinyayla-mehmet-tugrul-guvenli-k-hi-zmetleri-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","ALTINYAYLA MEHMET TUĞRUL GÜVENLİK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-bucak-emi-n-gulmez-tekni-k-bi-li-mler-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","BUCAK EMİN GÜLMEZ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-bucak-hi-kmet-tolunay-ulastirma-ve-loji-sti-k-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","BUCAK HİKMET TOLUNAY ULAŞTIRMA VE LOJİSTİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-burdur-gida-tarim-ve-hayvancilik-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","BURDUR GIDA TARIM VE HAYVANCILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-burdur-saglik-hi-zmetleri-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","BURDUR SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-golhi-sar-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖLHİSAR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-golhi-sar-saglik-hi-zmetleri-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖLHİSAR SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-sosyal-bi-li-mler-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1073-yesi-lova-i-smai-l-akin-turi-zm-meslek-yuksekokulu,"MEHMET AKİF ERSOY ÜNİVERSİTESİ","YEŞİLOVA İSMAİL AKIN TURİZM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-anamur-uygulamali-teknoloji-ve-i-sletmeci-li-k-yuksekokulu,"MERSİN ÜNİVERSİTESİ","ANAMUR UYGULAMALI TEKNOLOJİ VE İŞLETMECİLİK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-erdemli-uygulamali-teknoloji-ve-i-sletmeci-li-k-yuksekokulu,"MERSİN ÜNİVERSİTESİ","ERDEMLİ UYGULAMALI TEKNOLOJİ VE İŞLETMECİLİK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-si-li-fke-uygulamali-teknoloji-ve-i-sletmeci-li-k-yuksekokulu,"MERSİN ÜNİVERSİTESİ","SİLİFKE UYGULAMALI TEKNOLOJİ VE İŞLETMECİLİK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-anamur-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","ANAMUR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-aydincik-meslek-yuksekokulu-anamur,"MERSİN ÜNİVERSİTESİ","AYDINCIK MESLEK YÜKSEKOKULU (Anamur)","DEVLET ÜNIVERSITESI",,
1074-deni-zci-li-k-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","DENİZCİLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-erdemli-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","ERDEMLİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-mustafa-baysan-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","MUSTAFA BAYSAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-mut-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","MUT MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-saglik-hi-zmetleri-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-si-li-fke-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","SİLİFKE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-sosyal-bi-li-mler-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1074-tekni-k-bi-li-mler-meslek-yuksekokulu,"MERSİN ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1075-kultur-varliklarini-koruma-ve-onarim-yuksekokulu,"MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ","KÜLTÜR VARLIKLARINI KORUMA VE ONARIM YÜKSEKOKULU","İSTANBUL",,
1076-merkez-kampus,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1076-dalaman-si-vi-l-havacilik-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DALAMAN SİVİL HAVACILIK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-seydi-kemer-uygulamali-bi-li-mler-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","SEYDİKEMER UYGULAMALI BİLİMLER YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-bodrum-deni-zci-li-k-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","BODRUM DENİZCİLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-datca-kazim-yilmaz-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DATÇA KAZIM YILMAZ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-fethi-ye-ali-sitki-mefharet-kocman-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","FETHİYE ALİ SITKI-MEFHARET KOÇMAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-fethi-ye-saglik-hi-zmetleri-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","FETHİYE SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-kavaklidere-sehi-t-mustafa-alper-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","KAVAKLIDERE ŞEHİT MUSTAFA ALPER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-koycegi-z-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","KÖYCEĞİZ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-marmari-s-turi-zm-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","MARMARİS TURİZM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-mi-las-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","MİLAS MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-mugla-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","MUĞLA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-mugla-saglik-hi-zmetleri-meslek-yuksekokulu-marmaris,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","MUĞLA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU (Marmaris)","DEVLET ÜNIVERSITESI",,
1076-ortaca-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","ORTACA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-ula-ali-kocman-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","ULA ALİ KOÇMAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1076-yatagan-meslek-yuksekokulu,"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","YATAĞAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-merkez-kampus,"MUSTAFA KEMAL ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1077-turi-zm-i-sletmeci-li-gi-ve-otelci-li-k-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","TURİZM İŞLETMECİLİĞİ VE OTELCİLİK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-altinozu-tarim-bi-li-mleri-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","ALTINÖZÜ TARIM BİLİMLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-antakya-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","ANTAKYA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-hassa-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","HASSA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-hatay-saglik-hi-zmetleri-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","HATAY SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-reyhanli-sosyal-bi-li-mler-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","REYHANLI SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-samandag-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","SAMANDAĞ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-sanat-ve-tasarim-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","SANAT VE TASARIM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1077-yayladagi-sosyal-bi-li-mler-meslek-yuksekokulu,"MUSTAFA KEMAL ÜNİVERSİTESİ","YAYLADAĞI SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1078-merkez-kampus,"MUŞ ALPARSLAN ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1078-bulanik-meslek-yuksekokulu,"MUŞ ALPARSLAN ÜNİVERSİTESİ","BULANIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1078-malazgi-rt-meslek-yuksekokulu,"MUŞ ALPARSLAN ÜNİVERSİTESİ","MALAZGİRT MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1078-saglik-hi-zmetleri-meslek-yuksekokulu,"MUŞ ALPARSLAN ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1078-sosyal-bi-li-mler-meslek-yuksekokulu,"MUŞ ALPARSLAN ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1078-tekni-k-bi-li-mler-meslek-yuksekokulu,"MUŞ ALPARSLAN ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1078-varto-meslek-yuksekokulu,"MUŞ ALPARSLAN ÜNİVERSİTESİ","VARTO MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-merkez-kampus,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1079-barbaros-deni-zci-li-k-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","BARBAROS DENİZCİLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-cerkezkoy-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","ÇERKEZKÖY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-malkara-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","MALKARA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-marmara-eregli-si-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","MARMARA EREĞLİSİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-saglik-hi-zmetleri-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-saray-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","SARAY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-sosyal-bi-li-mler-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-sarkoy-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","ŞARKÖY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1079-tekni-k-bi-li-mler-meslek-yuksekokulu,"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-merkez-kampus,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1080-guzel-sanatlar-fakultesi-hacibektas,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","GÜZEL SANATLAR FAKÜLTESİ (Hacıbektaş)","DEVLET ÜNIVERSITESI",,
1080-acigol-tekni-k-bi-li-mler-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","ACIGÖL TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-avanos-guzel-sanatlar-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","AVANOS GÜZEL SANATLAR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-deri-nkuyu-emi-neana-ve-yasar-ertas-tarim-ve-hayvancilik-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","DERİNKUYU EMİNEANA VE YAŞAR ERTAŞ TARIM VE HAYVANCILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-gulsehi-r-sosyal-bi-li-mler-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","GÜLŞEHİR SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-hacibektas-tekni-k-bi-li-mler-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","HACIBEKTAŞ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-kozakli-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","KOZAKLI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-saglik-hi-zmetleri-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1080-urgup-sebahat-ve-erol-toksoz-turi-zm-meslek-yuksekokulu,"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","ÜRGÜP SEBAHAT VE EROL TOKSÖZ TURİZM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1081-merkez-kampus,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1081-bor-hali-l-zohre-ataman-meslek-yuksekokulu,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","BOR HALİL-ZÖHRE ATAMAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1081-bor-meslek-yuksekokulu,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","BOR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1081-ni-gde-sosyal-bi-li-mler-meslek-yuksekokulu,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","NİĞDE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1081-ni-gde-tekni-k-bi-li-mler-meslek-yuksekokulu,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","NİĞDE TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1081-ni-gde-zubeyde-hanim-saglik-hi-zmetleri-meslek-yuksekokulu,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","NİĞDE ZÜBEYDE HANIM SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1081-ulukisla-meslek-yuksekokulu,"ÖMER HALİSDEMİR ÜNİVERSİTESİ","ULUKIŞLA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1082-ali-fuad-basgi-l-hukuk-fakultesi-carsamba,"ONDOKUZ MAYIS ÜNİVERSİTESİ","ALİ FUAD BAŞGİL HUKUK FAKÜLTESİ (Çarşamba)","SAMSUN",,
1082-eczacilik-fakultesi-bafra,"ONDOKUZ MAYIS ÜNİVERSİTESİ","ECZACILIK FAKÜLTESİ (Bafra)","SAMSUN",,
1082-i-leti-si-m-fakultesi-carsamba,"ONDOKUZ MAYIS ÜNİVERSİTESİ","İLETİŞİM FAKÜLTESİ (Çarşamba)","SAMSUN",,
1082-turi-zm-fakultesi-bafra,"ONDOKUZ MAYIS ÜNİVERSİTESİ","TURİZM FAKÜLTESİ (Bafra)","SAMSUN",,
1082-alacam-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","ALAÇAM MESLEK YÜKSEKOKULU","SAMSUN",,
1082-bafra-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","BAFRA MESLEK YÜKSEKOKULU","SAMSUN",,
1082-bafra-turi-zm-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","BAFRA TURİZM MESLEK YÜKSEKOKULU","SAMSUN",,
1082-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","SAMSUN",,
1082-carsamba-ti-caret-borsasi-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","ÇARŞAMBA TİCARET BORSASI MESLEK YÜKSEKOKULU","SAMSUN",,
1082-havelsan-si-ber-guvenli-k-meslek-yuksekokulu,"ONDOKUZ MAYIS ÜNİVERSİTESİ","HAVELSAN SİBER GÜVENLİK MESLEK YÜKSEKOKULU","SAMSUN",,
